股票名称,股票代码,当前价,涨跌额,涨跌幅,年初至今,成交量,成交额,换手率,市盈率(TTM),股息率,市值
七匹狼,SZ002029,5.47,0.03,0.55%,-1.26%,689700.0,3768281.0,0.1%,17.236,0,4133514900
德赛西威,SZ002920,120.82,-0.2,-0.17%,14.7%,689473.0,82932289.0,0.13%,64.897,0.373%,67088204680
伊之密,SZ300415,19.38,0.12,0.62%,9.43%,689000.0,13328371.0,0.16%,21.97,2.575%,9075439162
南兴股份,SZ002757,11.49,0.13,1.14%,5.9%,688875.0,7903053.0,0.25%,13.727,3.481%,3394788440
华茂股份,SZ000850,3.65,0.0,0%,5.49%,688400.0,2518385.0,0.07%,-85.717,1.366%,3444377283
大西洋,SH600558,3.16,0.01,0.32%,0.32%,686800.0,2172761.0,0.08%,55.61,0.949%,2836431266
新北洋,SZ002376,6.92,0.07,1.02%,3.44%,686500.0,4737744.0,0.11%,75.974,2.882%,4534008255
智云股份,SZ300097,5.49,0.11,2.04%,4.17%,686300.0,3745712.0,0.25%,-2.53,0,1584137683
全信股份,SZ300447,15.6,0.17,1.1%,1.3%,685100.0,10704638.0,0.34%,24.77,0.64%,4875445934
南风股份,SZ300004,5.55,0.05,0.91%,3.16%,683918.0,3789752.0,0.13%,-4.315,0,2663964469
中欣氟材,SZ002915,20.9,0.12,0.58%,3.52%,682380.0,14179014.0,0.25%,43.219,0.862%,6854313318
双箭股份,SZ002381,6.39,0.03,0.47%,0.16%,682350.0,4352646.0,0.21%,27.87,3.13%,2629957598
川网传媒,SZ300987,15.59,0.25,1.63%,4.35%,682058.0,10551037.0,0.71%,36.945,0.99%,2702807120
陕天然气,SZ002267,7.11,0.01,0.14%,-1.39%,681600.0,4847629.0,0.06%,11.902,8.439%,7906856414
宝信软件,SH600845,45.99,0.04,0.09%,2.66%,680227.0,31409944.0,0.05%,47.019,1.667%,90884523121
国城矿业,SZ000688,16.62,0.14,0.85%,2.53%,678600.0,11263946.0,0.06%,87.761,0,18586483330
友发集团,SH601686,6.0,0.01,0.17%,1.01%,677900.0,4065251.0,0.12%,77.796,2.5%,8582744928
天际股份,SZ002759,16.97,0.0,0%,4.56%,677500.0,11488703.0,0.17%,8.242,2.201%,6933137062
南化股份,SH600301,13.79,0.37,2.76%,8.16%,677100.0,9275304.0,0.29%,54.312,0,3242692851
冰川网络,SZ300533,27.87,0.02,0.07%,12.42%,677000.0,18761600.0,0.64%,137.508,0,4245529680
三鑫医疗,SZ300453,9.01,0.11,1.24%,4.52%,674530.0,6051159.0,0.23%,19.487,1.661%,3584319794
江波龙,SZ301308,66.27,1.47,2.27%,12.36%,674400.0,44520902.0,2.13%,99.808,0.724%,27372900040
众源新材,SH603527,14.75,-0.05,-0.34%,4.76%,674200.0,9944480.0,0.28%,24.643,1.357%,3596404000
天利科技,SZ300399,10.62,0.29,2.81%,4.53%,673700.0,7111741.0,0.35%,263.989,0.094%,2098512000
信邦智能,SZ301112,33.87,-0.14,-0.41%,8.94%,673564.0,22982761.0,2.69%,67.322,1.068%,3734729742
申科股份,SZ002633,9.7,0.23,2.43%,-2.12%,673200.0,6520594.0,0.45%,-44.545,0,1456500000
精测电子,SZ300567,54.03,-0.17,-0.31%,7.63%,672888.0,36591825.0,0.33%,97.981,0.552%,15036486264
中广核技,SZ000881,7.79,0.0,0%,0.78%,672100.0,5235903.0,0.09%,40.058,0.449%,7364867099
汉钟精机,SZ002158,25.15,0.06,0.24%,5.01%,671230.0,16868577.0,0.13%,22.562,1.425%,13464353820
老百姓,SH603883,41.87,-0.13,-0.31%,3.46%,668600.0,28279052.0,0.11%,32.826,0.911%,24489884507
欢乐家,SZ300997,12.44,0.18,1.47%,-4.31%,668372.0,8242378.0,0.74%,31.636,1.536%,5598000000
南微医学,SH688029,96.75,1.48,1.55%,17.8%,667260.0,64529661.0,0.36%,59.909,0.55%,18170757014
喜临门,SH603008,33.58,-0.09,-0.27%,17.62%,666986.0,22349013.0,0.17%,22.693,0.835%,13009489287
华昌化工,SZ002274,7.51,0.03,0.4%,3.02%,666663.0,5001440.0,0.07%,7.505,3.995%,7152258491
中威电子,SZ300270,5.47,0.08,1.48%,3.4%,666600.0,3640641.0,0.3%,-23.875,0,1656348973
宏达电子,SZ300726,42.76,0.68,1.62%,-3.13%,666100.0,28371755.0,0.31%,20.962,1.4%,17610271772
穗恒运A,SZ000531,6.29,0.04,0.64%,1.78%,666000.0,4184524.0,0.08%,-154.452,2.385%,5171005125
中原环保,SZ000544,6.25,0.03,0.48%,-1.11%,665200.0,4149556.0,0.07%,13.485,4.006%,6091778050
蓝晓科技,SZ300487,80.96,2.94,3.77%,16.34%,664669.0,53021904.0,0.33%,69.948,0.35%,27106050769
卓易信息,SH688258,41.0,1.22,3.07%,0.24%,664609.0,27463158.0,1.13%,144.351,0.241%,3565220231
正威新材,SZ002201,12.79,0.04,0.31%,-0.85%,663960.0,8477384.0,0.1%,225.488,0.094%,8340943885
乐凯新材,SZ300446,10.35,0.15,1.47%,3.5%,663900.0,6837239.0,0.34%,1425.23,0,2097117000
瑞泰新材,SZ301238,23.76,0.07,0.3%,5.65%,663361.0,15735516.0,0.43%,19.62,0,17409332542
康欣新材,SH600076,2.95,0.01,0.34%,1.03%,662600.0,1952778.0,0.06%,-26.738,0,3966402933
ST九有,SH600462,2.01,0.0,0%,-2.9%,662480.0,1318222.0,0.12%,-15.964,0,1240330800
大立科技,SZ002214,14.48,0.21,1.47%,10.37%,662442.0,9550521.0,0.14%,-72.98,0.552%,8664980540
四创电子,SH600990,29.74,0.5,1.71%,-0.2%,662032.0,19659295.0,0.32%,37.59,0.899%,6287902237
富邦股份,SZ300387,6.7,0.06,0.9%,3.4%,662000.0,4425535.0,0.23%,43.996,0.745%,1936682021
惠云钛业,SZ300891,9.91,-0.03,-0.3%,2.91%,660100.0,6524608.0,0.29%,64.366,1.009%,3964000000
博菲电气,SZ001255,33.94,-0.14,-0.41%,1.4%,659200.0,22497718.0,3.3%,30.626,0,2715200000
莎普爱思,SH603168,8.09,0.0,0%,-11.29%,659000.0,5296411.0,0.2%,67.317,0,3013638300
新天地,SZ301277,29.66,0.42,1.44%,2.74%,657543.0,19449156.0,2.08%,31.041,0,3954124000
金能科技,SH603113,9.45,0.03,0.32%,4.19%,657200.0,6195386.0,0.08%,126.437,3.708%,8080557871
永和智控,SZ002795,9.09,0.03,0.33%,1.91%,656860.0,5990020.0,0.27%,98.837,0,2810552927
菜百股份,SH605599,10.06,0.0,0%,-1.18%,655711.0,6608260.0,0.11%,17.199,3.586%,7824444668
税友股份,SH603171,40.07,0.31,0.78%,10.08%,655500.0,26401884.0,0.72%,79.815,0.744%,16264012300
宏川智慧,SZ002930,19.79,0.54,2.81%,3.07%,655443.0,12906061.0,0.15%,36.383,1.495%,8945937184
创识科技,SZ300941,21.69,0.43,2.02%,13.8%,655100.0,14140832.0,0.77%,41.217,0.701%,4441027500
确成股份,SH605183,20.74,-0.06,-0.29%,9.79%,654900.0,13600069.0,0.48%,21.605,2.41%,8658056106
九丰能源,SH605090,21.52,-0.02,-0.09%,4.21%,654797.0,14110389.0,0.25%,14.145,0.823%,13458909796
中富电路,SZ300814,20.17,0.11,0.55%,11.68%,653081.0,13125159.0,1.29%,38.098,0.79%,3545805320
翔鹭钨业,SZ002842,7.95,0.06,0.76%,1.92%,653000.0,5190236.0,0.3%,333.612,1.258%,2207524582
东珠生态,SH603359,10.78,0.01,0.09%,-3.75%,652596.0,7037050.0,0.15%,15.427,0.465%,4808914880
均瑶健康,SH605388,14.15,0.23,1.65%,-5.92%,651800.0,9195606.0,0.46%,74.41,1.559%,6084500000
兴业科技,SZ002674,11.34,0.33,3%,4.9%,650500.0,7329989.0,0.23%,24.366,2.643%,3303888526
瑞泰科技,SZ002066,11.59,0.03,0.26%,3.85%,648500.0,7497523.0,0.28%,45.383,0,2677290000
鲍斯股份,SZ300441,5.6,0.03,0.54%,2.75%,648400.0,3629258.0,0.1%,22.049,2.674%,3680262365
深南电路,SZ002916,74.92,0.67,0.9%,3.84%,648293.0,48441940.0,0.13%,23.492,1.265%,38429913698
唯万密封,SZ301161,22.26,-0.04,-0.18%,-5.28%,647700.0,14499312.0,2.43%,46.704,0,2671200000
电连技术,SZ300679,37.56,0.5,1.35%,1.51%,647569.0,24405559.0,0.18%,31.688,0.948%,15856216920
广立微,SZ301095,91.18,1.62,1.81%,2.41%,647408.0,58635652.0,1.62%,254.417,0,18236000000
比音勒芬,SZ002832,26.86,0.3,1.13%,4.88%,647097.0,17350559.0,0.17%,20.767,1.114%,15346313489
亚邦股份,SH603188,3.7,0.01,0.27%,0.27%,646600.0,2392106.0,0.11%,-10.717,0,2109629000
共同药业,SZ300966,26.58,0.23,0.87%,-1.56%,646300.0,17152768.0,1.09%,47.668,0.511%,3059451580
万润股份,SZ002643,15.62,0.08,0.51%,6.55%,645885.0,10056754.0,0.07%,18.663,1.635%,14528633958
国药一致,SZ000028,36.04,0.63,1.78%,9.58%,645752.0,23270231.0,0.18%,11.76,1.667%,15425415197
ST中捷,SZ002021,1.97,0.02,1.03%,0.51%,645000.0,1263551.0,0.09%,-2.607,0,1354995629
宝钢包装,SH601968,6.42,-0.02,-0.31%,-2.43%,644900.0,4140790.0,0.07%,26.214,1.869%,7274111497
康力电梯,SZ002367,7.51,0.02,0.27%,0.13%,644600.0,4845422.0,0.12%,20.286,3.989%,5992744764
炜冈科技,SZ001256,22.82,0.02,0.09%,-12.7%,643432.0,14679060.0,1.79%,34.746,0,3254418574
*ST海核,SZ002366,4.97,0.04,0.81%,-3.31%,643200.0,3193976.0,0.07%,-13.071,0,10342260071
溢多利,SZ300381,7.8,0.12,1.56%,2.36%,642200.0,4983617.0,0.13%,-23.031,1.285%,3822622401
清溢光电,SH688138,19.03,0.18,0.95%,4.56%,641579.0,12240513.0,0.24%,61.555,0.314%,5077204000
美尔雅,SH600107,6.25,0.05,0.81%,1.3%,639900.0,3995499.0,0.18%,-124.795,0,2250000000
万邦达,SZ300055,8.57,0.06,0.71%,6.33%,639800.0,5472611.0,0.1%,73.826,0.35%,6882530663
软通动力,SZ301236,39.85,0.83,2.13%,13.27%,637879.0,25336405.0,0.78%,28.097,1.252%,25335529426
迅游科技,SZ300467,12.03,-0.01,-0.08%,1.01%,637300.0,7656642.0,0.39%,-11.666,0,2444554911
海尔生物,SH688139,70.05,2.88,4.29%,10.66%,636485.0,44093705.0,0.2%,36.771,0.706%,22272573185
光华股份,SZ001333,28.61,0.37,1.31%,-1.17%,636356.0,18126943.0,1.99%,25.856,0,3662080000
奥康国际,SH603001,6.37,0.03,0.47%,-0.93%,635900.0,4057936.0,0.16%,-17.69,7.813%,2554242600
锐捷网络,SZ301165,37.08,1.0,2.77%,8.71%,634403.0,23256989.0,1.1%,37.435,0,21051136357
鑫铂股份,SZ003038,50.27,0.11,0.22%,14.04%,634400.0,31878362.0,0.93%,43.752,0.429%,7420964827
诚志股份,SZ000990,8.93,0.08,0.9%,1.48%,633400.0,5633429.0,0.05%,-166.684,0,10839918812
祥生医疗,SH688358,39.49,0.57,1.46%,14.8%,633248.0,24887859.0,0.69%,27.622,0.909%,4427797966
康斯特,SZ300445,13.08,0.33,2.59%,7.21%,632800.0,8228913.0,0.46%,35.121,0.458%,2778584570
金牛化工,SH600722,4.93,0.01,0.2%,1.02%,632400.0,3111139.0,0.09%,60.141,0,3353976003
中关村,SZ000931,6.26,0.03,0.48%,1.79%,632196.0,3951844.0,0.08%,-92.342,0,4714574907
元祖股份,SH603886,19.26,0.32,1.69%,-1.83%,631573.0,12053257.0,0.26%,15.102,5.219%,4622400000
闰土股份,SZ002440,7.25,0.02,0.28%,0%,630500.0,4571872.0,0.07%,11.648,4.821%,8341125000
金安国纪,SZ002636,7.98,0.05,0.63%,2.44%,630300.0,5022260.0,0.09%,445.729,1.065%,5809440000
万辰生物,SZ300972,11.64,0.17,1.48%,-3.32%,628018.0,7285157.0,0.84%,21.617,1.89%,1786740000
龙源电力,SZ001289,18.88,0.14,0.75%,3.34%,627270.0,11766671.0,0.18%,23.053,0.783%,158251464536
天地数码,SZ300743,12.26,0.28,2.34%,5.96%,626610.0,7621345.0,0.63%,43.614,1.222%,1697793544
金盾股份,SZ300411,6.5,0.1,1.56%,2.36%,626350.0,4054288.0,0.24%,-139.768,0,2642380046
瑞普生物,SZ300119,19.38,0.38,2%,4.14%,625600.0,12063788.0,0.19%,25.65,1.809%,9070204073
奥特迅,SZ002227,13.18,-0.05,-0.38%,5.44%,624400.0,8235894.0,0.25%,-90.819,0,3266085321
聚杰微纤,SZ300819,14.29,0.27,1.93%,-1.58%,623701.0,8880167.0,1.41%,46.774,1.397%,2132139450
星环科技-U,SH688031,90.2,5.15,6.06%,-0.88%,623637.0,54965976.0,2.35%,-39.608,0,10899954534
铭利达,SZ301268,60.23,-0.18,-0.3%,19.96%,622700.0,37628692.0,1.73%,89.965,0.165%,24076601900
天银机电,SZ300342,8.02,0.1,1.26%,3.75%,622600.0,4976239.0,0.15%,54.828,1.248%,3408781606
达意隆,SZ002209,8.49,0.03,0.35%,5.99%,621400.0,5274664.0,0.39%,-218.676,0,1655669544
神力股份,SH603819,15.83,0.03,0.19%,4.7%,621300.0,9922031.0,0.29%,70.617,0.284%,3446668860
六国化工,SH600470,6.16,0.01,0.16%,0.16%,620900.0,3823048.0,0.12%,16.473,0,3213056000
元成股份,SH603388,8.63,0.04,0.47%,-0.46%,620900.0,5361394.0,0.22%,77.334,0,2811080726
能科科技,SH603859,32.3,0.34,1.06%,23.61%,620900.0,20012727.0,0.37%,33.013,0.308%,5380157156
神马股份,SH600810,7.63,0.01,0.13%,-1.8%,620130.0,4732747.0,0.09%,7.669,7.864%,7967061919
天岳先进,SH688234,83.58,0.63,0.76%,7.15%,619073.0,51749717.0,0.44%,-440.525,0,35915249058
昊志机电,SZ300503,8.59,0.05,0.59%,5.14%,618900.0,5297172.0,0.28%,473.37,0.851%,2626104933
金丹科技,SZ300829,22.11,0.33,1.52%,1.38%,618500.0,13649232.0,0.6%,30.813,0.339%,3994272034
广哈通信,SZ300711,11.75,0.14,1.21%,5.1%,618400.0,7277923.0,0.3%,43.67,0.935%,2439795521
海鸥股份,SH603269,13.39,0.19,1.44%,8.42%,617525.0,8247980.0,0.55%,25.927,1.644%,1506627616
金山办公,SH688111,279.64,11.13,4.15%,5.73%,616985.0,170657875.0,0.13%,127.944,0.252%,128975988370
富煌钢构,SZ002743,5.49,0.01,0.18%,2.81%,616627.0,3387282.0,0.14%,21.07,1.4%,2389623944
东宏股份,SH603856,12.15,-0.01,-0.08%,4.83%,616300.0,7491615.0,0.24%,22.179,1.279%,3127247190
英杰电气,SZ300820,73.22,0.62,0.85%,-0.35%,615325.0,44974914.0,1.36%,43.096,0.453%,10522098405
海兴电力,SH603556,18.36,0.01,0.05%,4.32%,613620.0,11271377.0,0.13%,14.82,1.631%,8972238974
绿城水务,SH601368,5.18,0.01,0.19%,-1.52%,612900.0,3173225.0,0.07%,13.45,1.969%,4573800539
扬帆新材,SZ300637,6.83,0.12,1.79%,6.06%,612700.0,4145694.0,0.26%,149.246,0,1603343388
春雪食品,SH605567,14.72,0.23,1.59%,-4.6%,612600.0,9001605.0,0.5%,44.504,0.679%,2944000000
惠达卫浴,SH603385,7.92,-0.01,-0.13%,14.12%,612520.0,4830607.0,0.16%,29.283,2.354%,3037211480
氯碱化工,SH600618,9.89,0.07,0.71%,0.61%,612434.0,6048507.0,0.08%,6.469,4.053%,11436795763
重庆水务,SH601158,5.18,0.02,0.39%,0.97%,612400.0,3168426.0,0.01%,14.062,4.971%,24864000000
朗科科技,SZ300042,12.35,0.2,1.65%,1.73%,611689.0,7515257.0,0.35%,57.32,0.404%,2474940000
石头科技,SH688169,301.64,3.82,1.28%,21.75%,611680.0,179032379.0,0.85%,22.547,0.504%,28261139050
绿的谐波,SH688017,108.61,2.22,2.09%,12.22%,611647.0,65999813.0,0.65%,104.761,0.426%,18309840902
南凌科技,SZ300921,18.51,0.38,2.1%,5.59%,610600.0,11248340.0,0.99%,39.587,1.241%,2433818745
真爱美家,SZ003041,18.02,0.13,0.73%,2.39%,610440.0,10996611.0,1.6%,19.202,0.695%,2162400000
赛隆药业,SZ002898,11.6,0.05,0.43%,-4.53%,609900.0,7062658.0,0.6%,-60.78,0,2041600000
华大智造,SH688114,114.25,8.99,8.54%,2.83%,608819.0,67676739.0,1.91%,23.114,0,47337742903
建艺集团,SZ002789,15.37,0.1,0.65%,6.29%,608708.0,9316672.0,0.61%,-2.486,0,2451817175
东望时代,SH600052,5.07,0.02,0.4%,-7.14%,607600.0,3079957.0,0.07%,-110.842,0,4280067337
华正新材,SH603186,23.81,-0.1,-0.42%,5.26%,606900.0,14481080.0,0.43%,41.272,2.1%,3381653846
岱勒新材,SZ300700,36.24,0.15,0.42%,0.36%,606351.0,21809149.0,0.66%,391.68,0,4403125410
凯迪股份,SH605288,40.26,0.1,0.25%,5.86%,605500.0,24494261.0,3.42%,39.491,1.243%,2840968238
凤凰光学,SH600071,22.76,0.05,0.22%,7.97%,605300.0,13737673.0,0.21%,-704.283,0,6408621714
金域医学,SH603882,83.55,0.45,0.54%,6.84%,604751.0,50311307.0,0.13%,13.028,1.53%,39029444651
中旗新材,SZ001212,27.72,0.11,0.4%,8.15%,604720.0,16909179.0,1.08%,31.393,0.833%,3267384120
江天化学,SZ300927,17.75,0.25,1.43%,7.84%,604400.0,10637816.0,0.71%,35.536,0.9%,2562390000
瑞华泰,SH688323,24.8,1.54,6.62%,4.29%,603407.0,14758684.0,0.63%,94.768,0.279%,4464000000
ST东洋,SZ002086,2.6,0.02,0.78%,-6.47%,603000.0,1556792.0,0.1%,-2.013,0,1966510000
三峰环境,SH601827,6.53,0.05,0.77%,1.56%,602716.0,3924016.0,0.08%,10.929,3.41%,10959090040
天安新材,SH603725,7.31,0.08,1.11%,5.79%,602700.0,4394246.0,0.29%,-19.497,0,1518798700
雷电微力,SZ301050,79.61,0.75,0.95%,3.16%,601547.0,47838190.0,0.45%,50.576,0.136%,13866019200
寒锐钴业,SZ300618,41.89,0.3,0.72%,4.59%,599996.0,25070495.0,0.22%,30.103,1.026%,12963669610
盛视科技,SZ002990,30.46,0.46,1.53%,11.05%,599900.0,18132157.0,0.93%,78.386,0.655%,7847049618
龙芯中科,SH688047,86.48,2.71,3.24%,1.21%,599633.0,51492351.0,1.83%,181.427,0,34678480000
*ST长方,SZ300301,1.9,0.0,0%,2.7%,597900.0,1133690.0,0.08%,-3.163,0,1501206661
佳华科技,SH688051,36.78,0.72,2%,18.76%,597762.0,21925817.0,2.51%,-13.579,0,2844344520
盘龙药业,SZ002864,35.81,0.23,0.65%,-7.68%,597300.0,21365818.0,1.1%,31.702,0.502%,3105215234
远达环保,SH600292,5.65,0.04,0.71%,0.89%,597000.0,3363990.0,0.08%,326.366,0.372%,4411615429
宁波方正,SZ300998,27.88,0.51,1.86%,10.11%,596600.0,16643726.0,1.67%,124.491,0.357%,2969624000
开山股份,SZ300257,15.6,0.16,1.04%,4%,596200.0,9299617.0,0.06%,38.319,0,15480833580
中微半导,SH688380,28.22,0.48,1.73%,3.98%,595515.0,16721035.0,1.1%,30.394,0,11298300300
万通智控,SZ300643,15.21,0.12,0.8%,6.96%,595300.0,9023444.0,0.26%,24.302,0.58%,3496000000
威星智能,SZ002849,20.43,0.45,2.25%,10.85%,594550.0,12026560.0,0.55%,57.662,0.205%,3219680682
兴齐眼药,SZ300573,150.01,0.97,0.65%,19.93%,594420.0,88636849.0,0.87%,55.194,0.598%,13306286621
掌阅科技,SH603533,15.16,0.04,0.26%,4.62%,594400.0,9028812.0,0.14%,165.843,0.263%,6653676019
天宸股份,SH600620,10.96,-0.04,-0.36%,-1.35%,594000.0,6520853.0,0.09%,-97.027,0.5%,7525981158
晋亿实业,SH601002,4.62,0.02,0.43%,-0.43%,593900.0,2736304.0,0.07%,37.505,0,4431841814
久吾高科,SZ300631,30.39,0.59,1.98%,9.12%,593800.0,17884061.0,0.49%,54.26,0.496%,3727091109
沐邦高科,SH603398,28.85,0.03,0.1%,2.45%,593400.0,17123267.0,0.17%,-61.771,0,9885005527
安科瑞,SZ300286,37.0,1.3,3.64%,24.41%,593000.0,21761565.0,0.34%,45.993,0.542%,7944496625
浦东金桥,SH600639,11.02,0.01,0.09%,-0.72%,592000.0,6521929.0,0.07%,5.929,4.541%,12368990081
华源控股,SZ002787,6.39,0.05,0.79%,5.97%,591600.0,3764932.0,0.27%,615.511,0,2015936099
天准科技,SH688003,33.71,0.41,1.23%,6.68%,591460.0,19888062.0,0.3%,46.26,2.377%,6563370710
春兰股份,SH600854,4.6,-0.02,-0.43%,1.32%,591300.0,2728658.0,0.11%,20.762,2.065%,2389509275
百克生物,SH688276,69.94,1.85,2.72%,1.2%,590693.0,41106401.0,0.38%,129.913,0.143%,28874078418
中国海防,SH600764,23.03,0.15,0.66%,0.3%,590250.0,13590353.0,0.08%,25.921,1.553%,16365794760
新致软件,SH688590,10.6,0.33,3.21%,10.65%,589651.0,6178291.0,0.37%,22.768,1.728%,2530471898
博通集成,SH603068,28.71,0.29,1.02%,0.88%,589400.0,16884024.0,0.39%,-38.311,0.695%,4343247824
上海易连,SH600836,6.32,-0.03,-0.47%,-0.32%,588800.0,3724750.0,0.09%,141.101,0,4251799415
必易微,SH688045,68.06,4.46,7.01%,24.42%,588339.0,39399212.0,3.84%,54.416,0,4699470788
容大感光,SZ300576,22.86,-0.05,-0.22%,10.7%,587930.0,13464902.0,0.46%,158.169,0.179%,4881710247
金石资源,SH603505,38.91,0.27,0.7%,-1.79%,587720.0,22902075.0,0.14%,74.336,0.441%,16919085963
同达创业,SH600647,13.3,0.12,0.91%,3.91%,587600.0,7778887.0,0.42%,953.187,0,1850609215
醋化股份,SH603968,22.15,0.43,1.98%,1.93%,587600.0,12921642.0,0.29%,11.384,2.264%,4529232000
上海电影,SH601595,10.47,-0.03,-0.29%,-4.56%,587100.0,6135146.0,0.13%,-29.077,0,4692654000
丝路视觉,SZ300556,18.4,0.36,2%,4.72%,586642.0,10719198.0,0.61%,48.531,0.436%,2207703551
均普智能,SH688306,4.92,0.06,1.23%,3.58%,586304.0,2876502.0,0.21%,108.111,0,6043151376
ST云城,SH600239,1.86,0.01,0.54%,-3.63%,586300.0,1088251.0,0.04%,-2.66,0,2986577651
成大生物,SH688739,32.75,0.62,1.93%,7.66%,586244.0,19076228.0,0.34%,20.886,3.063%,13638737500
潜能恒信,SZ300191,18.12,0.16,0.89%,5.66%,586100.0,10593486.0,0.27%,113.569,0.11%,5798400000
远方信息,SZ300306,9.58,0.13,1.38%,3.23%,585500.0,5587415.0,0.39%,29.264,3.135%,2576625093
金雷股份,SZ300443,41.66,-0.09,-0.22%,3.43%,585500.0,24531752.0,0.32%,33.669,0,10904650143
瑞和股份,SZ002620,5.48,0.03,0.55%,4.58%,585400.0,3213615.0,0.19%,-1.084,0,2068667120
天秦装备,SZ300922,13.83,0.15,1.1%,0.8%,584100.0,8085006.0,0.68%,45.89,1.799%,2168698896
德邦科技,SH688035,57.13,1.24,2.22%,10.7%,583969.0,33212696.0,1.98%,74.651,0,8126171200
值得买,SZ300785,31.44,0.21,0.67%,-6.98%,583650.0,18283905.0,0.77%,40.957,1.489%,4179766669
长春燃气,SH600333,5.12,0.0,0%,0.2%,581700.0,2979056.0,0.1%,-353.305,0,3118237102
新特电气,SZ301120,19.46,0.01,0.05%,4.57%,581600.0,11268749.0,1.05%,45.306,1.03%,4818828620
德恩精工,SZ300780,14.74,0.06,0.41%,6.04%,580910.0,8537012.0,0.66%,16.458,0.679%,2161915800
稳健医疗,SZ300888,75.83,0.85,1.13%,6.06%,580685.0,44125377.0,0.42%,23.338,1.185%,32281202793
吉大通信,SZ300597,7.94,0.12,1.53%,5.87%,578900.0,4579968.0,0.26%,62.65,0.277%,2166931739
艾德生物,SZ300685,28.66,-0.08,-0.28%,8.36%,578360.0,16712274.0,0.15%,39.764,0.443%,11415147858
中泰股份,SZ300435,13.92,0.11,0.8%,4.35%,578300.0,8042673.0,0.17%,19.002,0.568%,5298412752
联影医疗,SH688271,178.49,4.49,2.58%,0.85%,578094.0,102816750.0,1.22%,95.203,0,147103959278
中富通,SZ300560,14.25,0.32,2.3%,9.2%,576900.0,8173345.0,0.34%,63.978,0.612%,3246355086
燕塘乳业,SZ002732,19.57,0.05,0.26%,-17.63%,576000.0,11254399.0,0.37%,36.739,1.026%,3079339500
南方传媒,SH601900,8.16,-0.03,-0.37%,-1.81%,575674.0,4694366.0,0.06%,13.02,4.039%,7310352779
三雄极光,SZ300625,11.17,0.07,0.63%,6.69%,575100.0,6417508.0,0.41%,-109.299,6.272%,3129404980
法尔胜,SZ000890,3.93,0.05,1.29%,2.08%,572800.0,2254538.0,0.13%,136.536,0,1644455555
心脉医疗,SH688016,225.03,11.09,5.18%,19.04%,571830.0,126845343.0,1.48%,44.164,0.935%,16197242419
大豪科技,SH603025,18.46,0.01,0.05%,-2.84%,571079.0,10529702.0,0.06%,43.394,2.173%,17063192921
安图生物,SH603658,68.98,0.32,0.47%,11.53%,569928.0,39157534.0,0.1%,34.984,1.041%,40441060219
鹿山新材,SH603051,68.0,0.58,0.86%,13.5%,568146.0,38505800.0,2.47%,47.538,0.579%,6345692000
欧普照明,SH603515,16.68,0.07,0.42%,7.75%,567938.0,9453105.0,0.08%,15.934,2.999%,12580234343
洪城环境,SH600461,6.92,0.0,0%,-0.43%,567900.0,3925928.0,0.06%,7.976,6.903%,7543575386
泰嘉股份,SZ002843,20.12,-0.09,-0.45%,-0.79%,567700.0,11463893.0,0.27%,35.773,0.738%,4259001600
准油股份,SZ002207,7.23,0.03,0.42%,1.69%,566102.0,4081397.0,0.22%,57.036,0,1892039829
优彩资源,SZ002998,6.6,0.02,0.3%,0.61%,565700.0,3719652.0,0.37%,29.177,0,2154229440
洛阳玻璃,SH600876,20.68,0.27,1.32%,3.19%,565402.0,11669290.0,0.15%,64.824,0,13352558235
中再资环,SH600217,4.98,0.01,0.2%,1.22%,565300.0,2815133.0,0.04%,60.921,0.201%,6915525714
甘源食品,SZ002991,78.51,5.9,8.13%,2.91%,565200.0,43647163.0,1.55%,44.257,1.39%,7318374892
建业股份,SH603948,22.81,0.26,1.15%,4.78%,565191.0,12957585.0,0.75%,8.086,2.365%,3707309300
四川成渝,SH601107,3.74,-0.01,-0.27%,-1.58%,565000.0,2119305.0,0.03%,7.279,2.933%,11437144400
菲达环保,SH600526,5.42,0.02,0.37%,0.56%,564700.0,3058596.0,0.1%,69.56,0,4682571819
广电计量,SZ002967,18.22,0.27,1.5%,8.58%,564100.0,10228007.0,0.11%,48.846,0.821%,10474862656
宏微科技,SH688711,92.08,3.28,3.69%,-0.78%,563852.0,51603255.0,0.54%,152.038,0.157%,12696972709
英利汽车,SH601279,5.21,0.01,0.19%,3.78%,563600.0,2940733.0,0.29%,117.723,0.192%,7785058948
同庆楼,SH605108,34.55,0.19,0.55%,-7.2%,562300.0,19324710.0,0.69%,58.811,0.815%,8983000000
和顺电气,SZ300141,8.31,0.04,0.48%,2.72%,562145.0,4637523.0,0.28%,572.883,0.18%,2107242180
森霸传感,SZ300701,8.37,0.14,1.7%,6.35%,561550.0,4670642.0,0.23%,34.304,1.325%,2259900000
万盛股份,SH603010,12.35,0.15,1.23%,4.4%,561000.0,6906822.0,0.12%,15.02,3.401%,7281295624
广日股份,SH600894,6.56,0.06,0.92%,1.71%,560501.0,3665167.0,0.07%,10.467,3.511%,5641251631
江山股份,SH600389,45.13,-0.16,-0.35%,2.38%,560453.0,25408676.0,0.19%,6.958,6.625%,13781217223
嘉友国际,SH603871,21.97,0.08,0.37%,-2.79%,559642.0,12310699.0,0.11%,19.553,1.433%,10986067676
